player_name,stat,median_diff,games_win,games_loss
Lachlan Blakiston,handballs,-1,1,26
Lawson Humphries,handballs,-1,29,13
Leek Aleer,handballs,-1,12,8
Liam Duggan,handballs,-1,5,34
Liam Henry,handballs,-1,5,9
Lloyd Meek,handballs,-1,29,13
Luke Breust,handballs,-1,5,3
Luke Ryan,handballs,-1,32,9
Malakai Champion,handballs,-1,2,8
Marcus Bontempelli,handballs,-1,23,13
Mark O'Connor,handballs,-1,27,13
Matthew Johnson,handballs,-1,27,8
Max Gruzewski,handballs,-1,11,6
Miles Bergman,handballs,-1,12,18
Nick Holman,handballs,-1,11,11
Noah Answerth,handballs,-1,19,7
Oscar Allen,handballs,-1,5,15
Oscar Steene,handballs,-1,3,4
Paul Curtis,handballs,-1,10,24
Reuben Ginbey,handballs,-1,5,31
Rhyan Mansell,handballs,-1,4,21
Sam Clohesy,handballs,-1,14,9
Steely Green,handballs,-1,5,31
Talor Byrne,handballs,-1,6,7
Toby Murray,handballs,-1,9,2
Todd Marshall,handballs,-1,2,8
Tom Burton,handballs,-1,2,3
Tom De Koning,handballs,-1,15,22
Tom Green,handballs,-1,15,8
Ty Gallop,handballs,-1,15,7
Will Lewis,handballs,-1,6,6
Will White,handballs,-1,7,7
Zac Bailey,handballs,-1,30,12
Adam Treloar,handballs,-1.5,6,3
Angus Clarke,handballs,-1.5,2,14
Anthony Caminiti,handballs,-1.5,16,22
Archer May,handballs,-1.5,1,16
Bailey Dale,handballs,-1.5,24,16
Campbell Chesser,handballs,-1.5,1,6
Darcy Fogarty,handballs,-1.5,26,10
Dylan Moore,handballs,-1.5,28,14
Elliot Yeo,handballs,-1.5,4,12
Harry Edwards,handballs,-1.5,2,17
Isaac Keeler,handballs,-1.5,4,9
Jack Buckley,handballs,-1.5,18,10
Jack Hutchinson,handballs,-1.5,2,20
Jack Watkins,handballs,-1.5,3,6
James Sicily,handballs,-1.5,25,14
Joe Berry,handballs,-1.5,10,20
Karl Worner,handballs,-1.5,32,9
Leonardo Lombard,handballs,-1.5,8,14
Liam O'Connell,handballs,-1.5,7,8
Logan Evans,handballs,-1.5,8,20
Logan Morris,handballs,-1.5,30,12
Nicholas Madden,handballs,-1.5,4,3
Oliver Hayes-Brown,handballs,-1.5,2,5
Ryan Lester,handballs,-1.5,29,10
Thomas Edwards,handballs,-1.5,2,7
Thomas Sims,handballs,-1.5,3,8
Thomson Dow,handballs,-1.5,3,8
Zeke Uwland,handballs,-1.5,5,10
Aaron Francis,handballs,-2,5,5
Angus Hastie,handballs,-2,7,7
Bradley Hill,handballs,-2,17,23
Brandon Starcevich,handballs,-2,11,9
Bruce Reville,handballs,-2,23,7
Cameron Nairn,handballs,-2,3,1
Connor Rozee,handballs,-2,10,13
Darcy Cameron,handballs,-2,27,14
Darcy Wilson,handballs,-2,13,22
Dion Prestia,handballs,-2,3,22
George Wardlaw,handballs,-2,11,14
Harvey Thomas,handballs,-2,19,16
Hayden Young,handballs,-2,14,5
Hugo Ralphsmith,handballs,-2,2,18
Jack Viney,handballs,-2,5,13
Jayden Short,handballs,-2,7,25
Jeremy Sharp,handballs,-2,11,5
Kane McAuliffe,handballs,-2,2,12
Karl Amon,handballs,-2,26,13
Keidean Coleman,handballs,-2,6,7
Lachlan Murphy,handballs,-2,3,2
Matthew Carroll,handballs,-2,11,16
Matthew Owies,handballs,-2,1,18
Maurice Rioli,handballs,-2,3,19
Michael Sellwood,handballs,-2,11,7
Mitchell Edwards,handballs,-2,9,5
Oisin Mullin,handballs,-2,28,15
Rowan Marshall,handballs,-2,17,23
Sam Collins,handballs,-2,21,19
Sam Wicks,handballs,-2,24,12
Sid Draper,handballs,-2,7,3
Stephen Coniglio,handballs,-2,15,11
Tobie Travaglia,handballs,-2,7,8
Tom Blamires,handballs,-2,7,7
Willem Drew,handballs,-2,15,26
Zane Duursma,handballs,-2,9,15
Ed Richards,handballs,-2.5,24,16
James Tunstill,handballs,-2.5,9,4
Joshua Draper,handballs,-2.5,7,4
Max Ramsden,handballs,-2.5,4,2
Ollie Wines,handballs,-2.5,12,22
Tom McCarthy,handballs,-2.5,4,23
Wil Parker,handballs,-2.5,4,4
William Edwards,handballs,-2.5,8,4
Xavier Bamert,handballs,-2.5,2,4
Alex Sexton,handballs,-3,3,2
Brent Daniels,handballs,-3,9,7
Callum Wilkie,handballs,-3,17,24
Charlie Ballard,handballs,-3,3,4
Flynn Perez,handballs,-3,5,2
Harry O'Farrell,handballs,-3,1,5
Harry Rowston,handballs,-3,12,5
Hugo Hall-Kahan,handballs,-3,5,1
Jack Graham,handballs,-3,3,24
Jacob Blight,handballs,-3,1,6
Jai Culley,handballs,-3,6,5
Jed Bews,handballs,-3,3,1
Jordan Croft,handballs,-3,10,5
Jordon Sweet,handballs,-3,14,22
Lachie Neale,handballs,-3,27,12
Lachy Dovaston,handballs,-3,3,3
Matt Whitlock,handballs,-3,1,3
Max Kondogiannis,handballs,-3,1,6
Nick Coffield,handballs,-3,9,5
Oleg Markov,handballs,-3,5,3
Orazio Fantasia,handballs,-3,2,4
Phoenix Gothard,handballs,-3,7,9
Roan Steele,handballs,-3,10,9
Sam Day,handballs,-3,10,3
Sam Powell-Pepper,handballs,-3,7,9
Sullivan Robey,handballs,-3,2,12
Taylor Adams,handballs,-3,1,3
Ted Clohesy,handballs,-3,6,3
Tom Stewart,handballs,-3,25,11
Tristan Xerri,handballs,-3,10,23
Will Setterfield,handballs,-3,5,14
William Hayes,handballs,-3,5,2
Milan Murdock,handballs,-3.5,3,12
Sam Grlj,handballs,-3.5,2,14
Samson Ryan,handballs,-3.5,1,4
Harry Kyle,handballs,-4,4,1
Henry Hustwaite,handballs,-4,4,1
Will Day,handballs,-4,9,3
Adam Cerra,handballs,-4.5,14,20
Campbell Lake,handballs,-6,3,3
Luke Kennedy,handballs,-6,2,2
Will Lorenz,handballs,-6.5,1,6
Beau Addinsall,handballs,NA,0,5
Ben Paton,handballs,NA,0,4
Billy Cootee,handballs,NA,4,0
Brynn Teakle,handballs,NA,0,4
Christopher Scerri,handballs,NA,7,0
Clay Hall,handballs,NA,0,13
Jack Henderson,handballs,NA,0,5
Jai Murray,handballs,NA,0,7
Jayden Nguyen,handballs,NA,0,10
Jeremy McGovern,handballs,NA,0,6
Jordan Boyd,handballs,NA,0,5
Kaleb Smith,handballs,NA,0,8
Kye Annand,handballs,NA,0,6
Liam Fawcett,handballs,NA,0,8
Liam McMahon,handballs,NA,0,7
Liam Reidy,handballs,NA,0,5
Louis Emmett,handballs,NA,0,5
Luamon Lual,handballs,NA,0,12
Marcus Herbert,handballs,NA,0,5
Nik Cox,handballs,NA,0,7
Noah Long,handballs,NA,0,10
Oskar Smartt,handballs,NA,0,4
Sam Swadling,handballs,NA,5,0
Seamus Mitchell,handballs,NA,4,0
Tyrell Dewar,handballs,NA,0,16
Zak Johnson,handballs,NA,0,14
Oscar McInerney,hitouts,9.5,11,2
Jack Williams,hitouts,8,2,18
Oscar Steene,hitouts,8,3,4
Matt Flynn,hitouts,7,3,19
Toby Murray,hitouts,7,9,2
Kieren Briggs,hitouts,6,19,15
Reilly O'Brien,hitouts,5.5,18,8
Luke Jackson,hitouts,5,30,9
Finnbar Maley,hitouts,4,3,8
Hudson O'Keeffe,hitouts,4,5,3
Mitchell Edwards,hitouts,4,9,5
Hayden McLean,hitouts,3,15,11
Max Ramsden,hitouts,3,4,2
Sean Darcy,hitouts,3,16,8
Toby Nankervis,hitouts,3,5,24
Wil Dawson,hitouts,3,2,9
Archer Reid,hitouts,2.5,2,18
Brodie Grundy,hitouts,2.5,24,15
Harry McKay,hitouts,2.5,13,16
Jarrod Witts,hitouts,2.5,20,16
Lachlan Blakiston,hitouts,2.5,1,26
Rhys Stanley,hitouts,2.5,16,4
Darcy Cameron,hitouts,2,27,14
Ethan Read,hitouts,2,20,12
Oscar Allen,hitouts,2,5,15
Tom De Koning,hitouts,2,15,22
Cooper Duff-Tytler,hitouts,1.5,2,10
Isaac Keeler,hitouts,1.5,4,9
Jack Darling,hitouts,1.5,12,26
Nicholas Madden,hitouts,1.5,4,3
Noah Balta,hitouts,1.5,4,26
Daniel McStay,hitouts,1,22,13
Jordon Sweet,hitouts,1,14,22
Ollie Lord,hitouts,1,5,11
Sam Darcy,hitouts,1,15,8
Todd Goldstein,hitouts,1,3,13
Harrison Jones,hitouts,0.5,4,7
Jeremy Finlayson,hitouts,0.5,2,6
Lachlan McAndrew,hitouts,0.5,12,6
Logan McDonald,hitouts,0.5,12,4
Aaron Cadman,hitouts,0,23,14
Aaron Francis,hitouts,0,5,5
Aaron Naughton,hitouts,0,25,16
Adam Cerra,hitouts,0,14,20
Adam Saad,hitouts,0,9,15
Adam Treloar,hitouts,0,6,3
Aidan Corr,hitouts,0,7,13
Alex Cincotta,hitouts,0,2,3
Alex Davies,hitouts,0,10,4
Alex Neal-Bullen,hitouts,0,30,12
Alex Pearce,hitouts,0,22,10
Alex Sexton,hitouts,0,3,2
Aliir Aliir,hitouts,0,15,25
Alix Tauru,hitouts,0,3,5
Alixzander Tauru,hitouts,0,4,6
Andrew Brayshaw,hitouts,0,32,10
Andrew McGrath,hitouts,0,8,30
Angus Anderson,hitouts,0,5,5
Angus Clarke,hitouts,0,2,14
Angus Hastie,hitouts,0,7,7
Angus Sheldrick,hitouts,0,24,13
Anthony Caminiti,hitouts,0,16,22
Archer Day-Wicks,hitouts,0,3,18
Archer May,hitouts,0,1,16
Archie Perkins,hitouts,0,5,29
Archie Roberts,hitouts,0,8,31
Arthur Jones,hitouts,0,11,6
Ashton Moir,hitouts,0,3,8
Bailey Banfield,hitouts,0,15,6
Bailey Dale,hitouts,0,24,16
Bailey Humphrey,hitouts,0,22,16
Bailey Laurie,hitouts,0,8,4
Bailey Macdonald,hitouts,0,11,3
Bailey Scott,hitouts,0,3,9
Bailey Smith,hitouts,0,27,13
Bailey Williams,hitouts,0,21,14
Bayley Fritsch,hitouts,0,16,22
Beau McCreery,hitouts,0,24,12
Ben Ainsworth,hitouts,0,23,19
Ben Hobbs,hitouts,0,6,12
Ben Jepson,hitouts,0,1,4
Ben Keays,hitouts,0,30,13
Ben King,hitouts,0,23,20
Ben Long,hitouts,0,22,18
Ben McKay,hitouts,0,7,17
Ben Miller,hitouts,0,7,33
Billy Frampton,hitouts,0,22,11
Billy Wilson,hitouts,0,9,5
Blake Acres,hitouts,0,11,13
Blake Hardwick,hitouts,0,29,14
Blake Howes,hitouts,0,14,16
Bo Allan,hitouts,0,3,18
Bobby Hill,hitouts,0,11,3
Bodhi Uwland,hitouts,0,23,20
Bodie Ryan,hitouts,0,1,4
Brad Close,hitouts,0,26,11
Bradley Hill,hitouts,0,17,23
Brady Hough,hitouts,0,5,35
Braeden Campbell,hitouts,0,12,12
Brandon Starcevich,hitouts,0,11,9
Brandon Zerk-Thatcher,hitouts,0,7,9
Brayden Cook,hitouts,0,15,6
Brayden Fiorini,hitouts,0,11,10
Brayden Maynard,hitouts,0,20,15
Brennan Cox,hitouts,0,30,9
Brent Daniels,hitouts,0,9,7
Brodie Kemp,hitouts,0,9,14
Brodie Smith,hitouts,0,8,3
Brody Mihocek,hitouts,0,21,11
Bruce Reville,hitouts,0,23,7
Buku Khamis,hitouts,0,19,13
Caiden Cleary,hitouts,0,9,11
Caleb Daniel,hitouts,0,13,27
Caleb Poulter,hitouts,0,4,3
Caleb Serong,hitouts,0,29,10
Caleb Windsor,hitouts,0,17,16
Callan Ward,hitouts,0,7,5
Callum Ah Chee,hitouts,0,20,9
Callum Brown,hitouts,0,21,14
Callum Mills,hitouts,0,20,9
Callum Wilkie,hitouts,0,17,24
Calsher Dear,hitouts,0,8,5
Cam Mackenzie,hitouts,0,18,9
Cam Rayner,hitouts,0,31,13
Cameron Nairn,hitouts,0,3,1
Cameron Zurhaar,hitouts,0,13,26
Campbell Chesser,hitouts,0,1,6
Campbell Gray,hitouts,0,1,11
Campbell Lake,hitouts,0,3,3
Chad Warner,hitouts,0,25,16
Changkuoth Jiath,hitouts,0,20,11
Charlie Ballard,hitouts,0,3,4
Charlie Cameron,hitouts,0,29,13
Charlie Comben,hitouts,0,13,23
Charlie Curnow,hitouts,0,19,16
Charlie Dean,hitouts,0,2,2
Charlie Spargo,hitouts,0,10,14
Charlie West,hitouts,0,3,1
Chayce Jones,hitouts,0,5,3
Christian Moraes,hitouts,0,8,14
Christian Petracca,hitouts,0,14,25
Christian Salem,hitouts,0,10,18
Clayton Oliver,hitouts,0,14,26
Cody Angove,hitouts,0,3,1
Cody Weightman,hitouts,0,3,2
Colby McKercher,hitouts,0,13,27
Connor Budarick,hitouts,0,21,11
Connor Idun,hitouts,0,24,18
Connor Macdonald,hitouts,0,28,13
Connor O'Sullivan,hitouts,0,28,15
Connor Rozee,hitouts,0,10,13
Conor McKenna,hitouts,0,12,5
Conor Nash,hitouts,0,21,10
Conor Stone,hitouts,0,7,7
Cooper Harvey,hitouts,0,4,9
Cooper Hynes,hitouts,0,16,8
Cooper Lord,hitouts,0,9,16
Cooper Sharman,hitouts,0,16,23
Cooper Trembath,hitouts,0,9,12
Corey Durdin,hitouts,0,14,20
Corey Wagner,hitouts,0,22,7
Corey Warner,hitouts,0,10,9
Dan Butler,hitouts,0,5,8
Dan Houston,hitouts,0,25,13
Dane Rampe,hitouts,0,18,14
Daniel Curtin,hitouts,0,27,9
Daniel Rioli,hitouts,0,20,15
Daniel Turner,hitouts,0,16,19
Darcy Byrne-Jones,hitouts,0,14,26
Darcy Fogarty,hitouts,0,26,10
Darcy Gardiner,hitouts,0,18,8
Darcy Jones,hitouts,0,15,8
Darcy Moore,hitouts,0,16,9
Darcy Parish,hitouts,0,1,16
Darcy Tucker,hitouts,0,1,6
Darcy Wilmot,hitouts,0,31,13
Darcy Wilson,hitouts,0,13,22
David Swallow,hitouts,0,4,5
Dayne Zorko,hitouts,0,26,9
Deven Robertson,hitouts,0,4,4
Dion Prestia,hitouts,0,3,22
Dougal Howard,hitouts,0,4,5
Dylan Moore,hitouts,0,28,14
Dylan Shiel,hitouts,0,4,10
Dylan Stephens,hitouts,0,13,26
Dyson Sharp,hitouts,0,1,9
Ed Langdon,hitouts,0,19,22
Ed Richards,hitouts,0,24,16
Edward Allan,hitouts,0,18,8
Elijah Hewett,hitouts,0,1,25
Elijah Hollands,hitouts,0,4,7
Elijah Tsatas,hitouts,0,2,9
Elliot Yeo,hitouts,0,4,12
Eric Hipwood,hitouts,0,20,6
Errol Gulden,hitouts,0,10,6
Esava Ratugolea,hitouts,0,8,13
Ewan Mackinlay,hitouts,0,5,10
Finn Callaghan,hitouts,0,22,17
Finn Maginness,hitouts,0,10,7
Finn O'Sullivan,hitouts,0,11,24
Flynn Perez,hitouts,0,5,2
Flynn Young,hitouts,0,6,5
Francis Evans,hitouts,0,11,15
George Hewett,hitouts,0,17,20
George Stevens,hitouts,0,2,2
George Wardlaw,hitouts,0,11,14
Griffin Logue,hitouts,0,7,20
Gryan Miers,hitouts,0,24,10
Hamish Davis,hitouts,0,4,22
Harley Reid,hitouts,0,5,32
Harris Andrews,hitouts,0,29,12
Harrison Oliver,hitouts,0,3,2
Harrison Petty,hitouts,0,15,18
Harry Armstrong,hitouts,0,1,10
Harry Cunningham,hitouts,0,17,6
Harry Dean,hitouts,0,7,8
Harry Edwards,hitouts,0,2,17
Harry Himmelberg,hitouts,0,24,18
Harry Kyle,hitouts,0,4,1
Harry Morrison,hitouts,0,18,10
Harry O'Farrell,hitouts,0,1,5
Harry Perryman,hitouts,0,26,12
Harry Rowston,hitouts,0,12,5
Harry Schoenberg,hitouts,0,2,4
Harry Sharp,hitouts,0,18,18
Harry Sheezel,hitouts,0,13,27
Harvey Gallagher,hitouts,0,3,5
Harvey Harrison,hitouts,0,4,2
Harvey Johnston,hitouts,0,2,4
Harvey Langford,hitouts,0,19,21
Harvey Thomas,hitouts,0,19,16
Hayden Young,hitouts,0,14,5
Heath Chapman,hitouts,0,32,9
Henry Hustwaite,hitouts,0,4,1
Hugh Bond,hitouts,0,8,4
Hugh Boxshall,hitouts,0,8,8
Hugh Jackson,hitouts,0,4,5
Hugh McCluggage,hitouts,0,25,12
Hugo Garcia,hitouts,0,15,20
Hugo Hall-Kahan,hitouts,0,5,1
Hugo Ralphsmith,hitouts,0,2,18
Hunter Clark,hitouts,0,7,10
Hussien El Achkar,hitouts,0,1,5
Isaac Cumming,hitouts,0,24,11
Isaac Heeney,hitouts,0,24,15
Isaac Kako,hitouts,0,8,25
Isaac Quaynor,hitouts,0,25,15
Isaiah Dudley,hitouts,0,27,7
Izak Rankine,hitouts,0,26,11
Jack Bowes,hitouts,0,19,11
Jack Buckley,hitouts,0,18,10
Jack Buller,hitouts,0,11,7
Jack Carroll,hitouts,0,6,9
Jack Crisp,hitouts,0,27,15
Jack Dalton,hitouts,0,3,1
Jack Ginnivan,hitouts,0,29,13
Jack Graham,hitouts,0,3,24
Jack Gunston,hitouts,0,23,11
Jack Henry,hitouts,0,22,13
Jack Higgins,hitouts,0,15,20
Jack Hutchinson,hitouts,0,2,20
Jack Ison,hitouts,0,7,1
Jack Lukosius,hitouts,0,6,9
Jack Macrae,hitouts,0,11,20
Jack Martin,hitouts,0,18,10
Jack Payne,hitouts,0,8,4
Jack Ross,hitouts,0,7,30
Jack Scrimshaw,hitouts,0,13,8
Jack Silvagni,hitouts,0,14,17
Jack Sinclair,hitouts,0,15,23
Jack Steele,hitouts,0,20,20
Jack Viney,hitouts,0,5,13
Jack Watkins,hitouts,0,3,6
Jack Whitlock,hitouts,0,7,15
Jackson Mead,hitouts,0,11,18
Jacob Bauer,hitouts,0,1,4
Jacob Farrow,hitouts,0,2,14
Jacob Hopper,hitouts,0,7,28
Jacob Konstanty,hitouts,0,10,22
Jacob Newton,hitouts,0,2,3
Jacob Wehr,hitouts,0,13,15
Jacob Weitering,hitouts,0,12,21
Jade Gresham,hitouts,0,6,20
Jaeger O'Meara,hitouts,0,14,6
Jagga Smith,hitouts,0,8,10
Jai Culley,hitouts,0,6,5
Jai Newcombe,hitouts,0,29,14
Jai Serong,hitouts,0,12,5
Jake Bowey,hitouts,0,14,19
Jake Kolodjashnij,hitouts,0,6,5
Jake Lever,hitouts,0,14,11
Jake Lloyd,hitouts,0,24,16
Jake Melksham,hitouts,0,10,15
Jake Rogers,hitouts,0,10,4
Jake Soligo,hitouts,0,29,12
Jake Stringer,hitouts,0,17,16
Jake Waterman,hitouts,0,5,21
James Borlase,hitouts,0,11,4
James Harmes,hitouts,0,7,6
James Jordon,hitouts,0,25,16
James Leake,hitouts,0,5,3
James O'Donnell,hitouts,0,24,12
James Peatling,hitouts,0,29,12
James Rowbottom,hitouts,0,25,16
James Sicily,hitouts,0,25,14
James Trezise,hitouts,0,7,23
James Tunstill,hitouts,0,9,4
James Worpel,hitouts,0,17,11
Jamie Cripps,hitouts,0,3,23
Jamie Elliott,hitouts,0,22,13
Jarman Impey,hitouts,0,28,11
Jarrod Berry,hitouts,0,26,10
Jase Burgoyne,hitouts,0,14,24
Jason Horne-Francis,hitouts,0,13,19
Jason Johannisen,hitouts,0,10,6
Jaspa Fletcher,hitouts,0,31,13
Jasper Alger,hitouts,0,1,11
Jaxon Binns,hitouts,0,2,3
Jaxon Prior,hitouts,0,8,32
Jayden Hunt,hitouts,0,1,14
Jayden Laverde,hitouts,0,8,22
Jayden Short,hitouts,0,7,25
Jed Bews,hitouts,0,3,1
Jed McEntee,hitouts,0,1,5
Jed Walter,hitouts,0,12,17
Jedd Busslinger,hitouts,0,9,4
Jeremy Cameron,hitouts,0,28,14
Jeremy Howe,hitouts,0,23,10
Jeremy Sharp,hitouts,0,11,5
Jesse Hogan,hitouts,0,12,13
Jesse Motlop,hitouts,0,9,14
Jhye Clark,hitouts,0,8,6
Jimmy Webster,hitouts,0,5,10
Jobe Shanahan,hitouts,0,4,23
Joe Berry,hitouts,0,10,20
Joe Fonti,hitouts,0,19,15
Joe Richards,hitouts,0,14,26
Joel Fitzgerald,hitouts,0,4,1
Joel Freijah,hitouts,0,25,16
Joel Hamling,hitouts,0,11,9
Joel Jeffrey,hitouts,0,23,19
John Noble,hitouts,0,23,20
Jonty Faull,hitouts,0,6,20
Jordan Clark,hitouts,0,32,10
Jordan Croft,hitouts,0,10,5
Jordan Dawson,hitouts,0,28,12
Jordan De Goey,hitouts,0,15,12
Jordan Ridley,hitouts,0,6,10
Jordon Butts,hitouts,0,13,6
Josaia Delana,hitouts,0,4,4
Josh Battle,hitouts,0,28,13
Josh Daicos,hitouts,0,27,15
Josh Dolan,hitouts,0,9,8
Josh Dunkley,hitouts,0,31,13
Josh Kelly,hitouts,0,10,5
Josh Lai,hitouts,0,5,9
Josh Lindsay,hitouts,0,3,9
Josh Rachele,hitouts,0,22,10
Josh Sinn,hitouts,0,8,12
Josh Treacy,hitouts,0,32,10
Josh Ward,hitouts,0,28,14
Josh Weddle,hitouts,0,22,10
Josh Worrell,hitouts,0,29,13
Joshua Draper,hitouts,0,7,4
Judd McVee,hitouts,0,21,13
Justin McInerney,hitouts,0,20,10
Jy Farrar,hitouts,0,7,3
Jy Simpkin,hitouts,0,13,25
Jye Amiss,hitouts,0,32,10
Jye Caldwell,hitouts,0,5,20
Jye Menzie,hitouts,0,4,6
Kade Chandler,hitouts,0,19,22
Kai Lohmann,hitouts,0,25,10
Kamdyn McIntosh,hitouts,0,5,18
Kane Farrell,hitouts,0,12,22
Kane McAuliffe,hitouts,0,2,12
Karl Amon,hitouts,0,26,13
Karl Worner,hitouts,0,32,9
Keidean Coleman,hitouts,0,6,7
Koltyn Tholstrup,hitouts,0,16,11
Kyle Langford,hitouts,0,5,19
Kysaiah Pickett,hitouts,0,19,19
Lachie Ash,hitouts,0,24,18
Lachie Fogarty,hitouts,0,8,14
Lachie Jaques,hitouts,0,6,2
Lachie Jones,hitouts,0,12,22
Lachie Neale,hitouts,0,27,12
Lachie Schultz,hitouts,0,17,15
Lachie Weller,hitouts,0,20,10
Lachie Whitfield,hitouts,0,21,18
Lachlan Bramble,hitouts,0,25,16
Lachlan Cowan,hitouts,0,12,19
Lachlan Gulbin,hitouts,0,3,6
Lachlan McNeil,hitouts,0,20,11
Lachlan Murphy,hitouts,0,3,2
Lachlan Sholl,hitouts,0,3,2
Lachlan Sullivan,hitouts,0,12,3
Lachy Dovaston,hitouts,0,3,3
Laitham Vandermeer,hitouts,0,12,8
Lance Collard,hitouts,0,6,6
Latrelle Pickett,hitouts,0,11,4
Lawson Humphries,hitouts,0,29,13
Leonardo Lombard,hitouts,0,8,14
Levi Ashcroft,hitouts,0,31,13
Lewis Melican,hitouts,0,16,10
Liam Baker,hitouts,0,5,35
Liam Duggan,hitouts,0,5,34
Liam Henry,hitouts,0,5,9
Liam Jones,hitouts,0,2,3
Liam O'Connell,hitouts,0,7,8
Liam Ryan,hitouts,0,7,26
Liam Stocker,hitouts,0,13,17
Lincoln McCarthy,hitouts,0,6,2
Logan Evans,hitouts,0,8,20
Logan Morris,hitouts,0,30,12
Luke Breust,hitouts,0,5,3
Luke Cleary,hitouts,0,12,6
Luke Davies-Uniacke,hitouts,0,13,26
Luke Kennedy,hitouts,0,2,2
Luke McDonald,hitouts,0,11,20
Luke Nankervis,hitouts,0,12,7
Luke Parker,hitouts,0,13,26
Luke Pedlar,hitouts,0,12,7
Luke Ryan,hitouts,0,32,9
Luke Trainor,hitouts,0,6,23
Mac Andrew,hitouts,0,22,20
Malakai Champion,hitouts,0,2,8
Malcolm Rosas,hitouts,0,14,4
Mani Liddy,hitouts,0,4,5
Marcus Bontempelli,hitouts,0,23,13
Marcus Windhager,hitouts,0,17,24
Mark Keane,hitouts,0,22,8
Mark O'Connor,hitouts,0,27,13
Mason Redman,hitouts,0,7,23
Mason Wood,hitouts,0,15,23
Massimo D'Ambrosio,hitouts,0,29,14
Matt Crouch,hitouts,0,4,2
Matt Guelfi,hitouts,0,1,14
Matt Roberts,hitouts,0,19,13
Matt Rowell,hitouts,0,18,20
Matt Whitlock,hitouts,0,1,3
Mattaes Phillipou,hitouts,0,10,14
Matthew Carroll,hitouts,0,11,16
Matthew Cottrell,hitouts,0,6,7
Matthew Jefferson,hitouts,0,8,10
Matthew Johnson,hitouts,0,27,8
Matthew Kennedy,hitouts,0,25,16
Matthew Owies,hitouts,0,1,18
Maurice Rioli,hitouts,0,3,19
Max Gruzewski,hitouts,0,11,6
Max Hall,hitouts,0,17,24
Max Holmes,hitouts,0,29,15
Max Kondogiannis,hitouts,0,1,6
Max Michalanney,hitouts,0,26,13
Michael Frederick,hitouts,0,28,9
Michael Sellwood,hitouts,0,11,7
Milan Murdock,hitouts,0,3,12
Miles Bergman,hitouts,0,12,18
Mitch Duncan,hitouts,0,7,2
Mitch Georgiades,hitouts,0,15,25
Mitch Knevitt,hitouts,0,5,4
Mitch Lewis,hitouts,0,17,8
Mitch McGovern,hitouts,0,14,21
Mitch Zadow,hitouts,0,3,1
Mitchell Hinge,hitouts,0,18,7
Murphy Reid,hitouts,0,32,10
Nasiah Wanganeen-Milera,hitouts,0,16,21
Nat Fyfe,hitouts,0,6,2
Nate Caddy,hitouts,0,8,26
Nathan Broad,hitouts,0,7,32
Nathan O'Driscoll,hitouts,0,18,7
Ned Long,hitouts,0,26,14
Neil Erasmus,hitouts,0,27,7
Nic Martin,hitouts,0,6,10
Nic Newman,hitouts,0,7,8
Nick Blakey,hitouts,0,25,16
Nick Coffield,hitouts,0,9,5
Nick Daicos,hitouts,0,27,14
Nick Haynes,hitouts,0,16,21
Nick Holman,hitouts,0,11,11
Nick Larkey,hitouts,0,12,22
Nick Murray,hitouts,0,15,7
Nick Vlastuin,hitouts,0,7,32
Nick Watson,hitouts,0,27,13
Noah Anderson,hitouts,0,22,20
Noah Answerth,hitouts,0,19,7
Oisin Mullin,hitouts,0,28,15
Oleg Markov,hitouts,0,5,3
Oliver Dempsey,hitouts,0,29,15
Oliver Florent,hitouts,0,15,19
Oliver Hannaford,hitouts,0,3,2
Oliver Henry,hitouts,0,18,14
Oliver Hollands,hitouts,0,12,22
Oliver Wiltshire,hitouts,0,6,6
Ollie Wines,hitouts,0,12,22
Orazio Fantasia,hitouts,0,2,4
Oscar Adams,hitouts,0,11,10
Oskar Baker,hitouts,0,10,8
Paddy Cross,hitouts,0,5,4
Patrick Cripps,hitouts,0,17,24
Patrick Dangerfield,hitouts,0,24,13
Patrick Lipinski,hitouts,0,26,13
Patrick Retschko,hitouts,0,2,11
Patrick Voss,hitouts,0,30,7
Paul Curtis,hitouts,0,10,24
Phoenix Gothard,hitouts,0,7,9
Reuben Ginbey,hitouts,0,5,31
Rhett Bazzo,hitouts,0,2,14
Rhyan Mansell,hitouts,0,4,21
Rhylee West,hitouts,0,25,15
Riley Bice,hitouts,0,21,11
Riley Garcia,hitouts,0,5,3
Riley Hardeman,hitouts,0,4,16
Roan Steele,hitouts,0,10,9
Robert Hansen Jr,hitouts,0,3,9
Rory Laird,hitouts,0,26,11
Rory Lobb,hitouts,0,24,14
Ryan Angwin,hitouts,0,13,12
Ryan Burton,hitouts,0,3,5
Ryan Byrnes,hitouts,0,11,16
Ryan Lester,hitouts,0,29,10
Ryan Maric,hitouts,0,3,29
Ryley Sanders,hitouts,0,22,15
Saad El-Hawli,hitouts,0,4,13
Sam Banks,hitouts,0,5,30
Sam Berry,hitouts,0,27,10
Sam Butler,hitouts,0,10,3
Sam Clohesy,hitouts,0,14,9
Sam Collins,hitouts,0,21,19
Sam Cumming,hitouts,0,2,10
Sam Davidson,hitouts,0,16,14
Sam Docherty,hitouts,0,4,11
Sam Durham,hitouts,0,8,29
Sam Flanders,hitouts,0,19,16
Sam Grlj,hitouts,0,2,14
Sam Lalor,hitouts,0,3,16
Sam Marshall,hitouts,0,7,6
